,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,inventory_total,has_urgency_banner,origin_country,merchant_title,merchant_rating_count,merchant_rating,feedback,notes
421,8.0,7,10000.0,0,3.54,2006.0,748.0,417.0,331.0,194.0,316.0,"Summer,Fashion,Necks,Dress,neck dress,Round neck,Women's Fashion,Plus Size,printed,sleeveless,Casual,Women Fashion,Women",white,50.0,Standard Shipping,3.0,31,50,1.0,CN,Lin Fashion Store,13946.0,4.00014341029686,0,13946
422,7.0,6,100.0,0,4.0,6.0,3.0,1.0,1.0,1.0,0.0,"Summer,Plus Size,Floral print,Necks,Sleeve,Dress,Loose,short sleeves,V-neck,Floral,Women's Fashion,Shorts,summer dress,leafprinting,Print,leaf,Fashion,Casual",beige,7.0,Livraison standard,2.0,24,50,1.0,CN,nmgyusj,1559.0,4.03912764592688,0,1559
423,6.0,13,1000.0,0,3.51,79.0,26.0,17.0,18.0,7.0,11.0,"bohemia,Summer,Plus Size,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,Summer Fashion,Casual,Cotton,blouse,beachtshirt,Tank,Shirt,Tops,boho,women shirt,sleeveless,Women,Beach,printed",pink,50.0,Livraison standard,2.0,43,50,0.0,CN,Youngirls,13979.0,3.8707346734387302,82,13979
424,6.0,22,1000.0,1,4.19,201.0,108.0,50.0,27.0,6.0,10.0,"Pocket,Hiking,Outdoor,waterproofmat,Mats,camping,Waterproof,Blanket,nylonmat,Travel,outdoormat,Picnic,Nylon,Beach,picnicmat,beachblanket,beachmat",blue,3.0,Livraison standard,2.0,55,50,1.0,CN,SHHUIZFIA9586,3439.0,4.417272462925269,95,3439
425,13.0,25,100.0,1,3.42,79.0,29.0,16.0,10.0,7.0,17.0,"Summer,sweetheart,Fashion,short dress,strappydres,goingout,Slim Fit,Floral dress,Shorts,Floral,Women's Fashion,Sheath Dress,A line dress,sweetheartdres,sexy,Above Knee dresses,Spaghetti,Dress,Women",rosered,50.0,Livraison standard,3.0,41,50,1.0,CN,Higheight,27764.0,3.9504034000864396,0,27764
426,7.0,50,1000.0,1,4.08,408.0,212.0,89.0,56.0,29.0,22.0,"Summer,Vest,Plus Size,camisole,Fitness,Shirt,Tops,topsamptshirt,Necks,tank top,Cotton Vest,Women's Fashion,Fashion,black,print t-shirt,sexy,Print,sleeveless,feather,Casual,summer tank top",black,50.0,الشحن القياسي,2.0,41,50,1.0,CN,llegaiyy,12763.0,3.9674841338243403,0,12763
427,13.0,11,1000.0,1,3.5,64.0,28.0,7.0,9.0,9.0,11.0,"bathing suit,Plus Size,Halter,Summer,Swimwear,Women's Fashion,Fashion,printed,Floral,sexy,Two piece set,Casual,Women,Shorts,Floral print,high waist,Sunflowers,Tops,Waist,beach wear,Swimsuit,Bikini,Suits,Print,Beach,Swimming",red,10.0,Livraison standard,3.0,30,50,0.0,CN,shiyipanpan,12919.0,4.0244600975307705,0,12919
428,12.0,14,50.0,0,3.88,8.0,2.0,4.0,1.0,1.0,0.0,"Summer,Shorts,pants,Fitness,Short pants,runningpant,Men's Fashion,Casual,Red,Cotton",black,50.0,Livraison standard,3.0,22,50,0.0,CN,fengguijieshop,52.0,3.88461538461538,87,52
429,5.71,13,1000.0,1,4.23,317.0,194.0,59.0,29.0,13.0,22.0,"Summer,Shorts,pants,women Jumpsuit,Dress,Jumpsuits & Rompers,Bow,beach dress,plaid,suspended,loosejumpsuit,Women's Fashion,Beach,Rompers,jumpsuit",red,50.0,Livraison standard,1.0,38,50,0.0,CN,xuezhongfei,3709.0,4.24265300620113,91,3709
430,11.0,51,100.0,1,3.0,4.0,1.0,1.0,0.0,1.0,1.0,"Summer,Plus Size,Shirt,Sleeve,Funny,graphic tee,Tops,short sleeves,Tee,Women's Fashion,Shorts,cute,printed,Fashion,Casual,T Shirts,hippie",white,50.0,Livraison standard,2.0,43,50,0.0,CN,guangzhouxinchangguomao,17222.0,4.0012774358378795,84,17222
431,3.79,49,20000.0,0,3.93,8412.0,4299.0,1527.0,1177.0,527.0,882.0,"blouse,Summer,Fashion,Lace,Sleeve,Shorts,Tops,womens top,short sleeves,Clothes for women,Casual,Women's Fashion,Plus Size,Lace Up,V-neck,plaid,sexy,tops for women,Women",red,2.0,Livraison standard,1.0,8,50,0.0,CN,kam,56999.0,4.04682538290145,87,56999
432,8.0,10,100.0,0,3.39,18.0,5.0,6.0,1.0,3.0,3.0,"Summer,Plus Size,sleeve dress,Necks,Sleeve,Dress,short sleeves,V-neck,Ladies,Women,Shorts,printed,Floral,women dress,Short Sleeved,casual dress,Women's Fashion,Casual,Cotton",navyblue,3.0,Standard Shipping,2.0,23,50,0.0,CN,LYCWANG,290.0,3.68275862068965,0,290
433,2.0,3,20000.0,0,4.09,6689.0,3566.0,1389.0,942.0,352.0,440.0,"blouse,Vest,Shorts,Tank,Shirt,Halter,Fitness,Tops,slim,Necks,Cami,sleeveless,crop top,Casual,Women",white,50.0,Livraison standard,1.0,38,50,0.0,CN,Mermaid 's Kiss,151249.0,4.04915734980066,86,151249
434,6.0,22,1000.0,0,3.74,518.0,240.0,89.0,77.0,37.0,75.0,"sleeveless,Plus Size,Floral print,Summer,long dress,Evening Dress,Dress,Women's Fashion,V-neck,Floral,beach dress,Fashion,party,print dress,women dress,Print,maxi dress,Robes,Party Dresses,Beach,Women",yellow,50.0,Livraison standard,2.0,38,50,1.0,CN,chenkaili,4233.0,4.01677297424994,85,4233
435,6.0,6,50.0,0,4.2,15.0,9.0,2.0,3.0,0.0,1.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,5.0,Livraison standard,2.0,20,50,0.0,CN,linsongda,144.0,3.72222222222222,80,144
436,13.0,11,100.0,0,3.75,4.0,1.0,1.0,2.0,0.0,0.0,"Summer,Leggings,Shorts,crop top,Shirt,Fitness,Tops,sport2set,Women's Fashion,Fashion,Pure Color,Suits,women clothes,sleeveless,Ladies,twopiecesset,Women Fashion,Women",winered,35.0,Livraison standard,3.0,43,50,0.0,CN,yiliannvhai,18029.0,4.100615674746241,0,18029
437,8.0,25,1000.0,1,4.25,220.0,136.0,35.0,28.0,9.0,12.0,"Summer,Fitness,Shorts,Yoga,Lace,pants,Athletics,yoga pants,Short pants,athleticpant,lounge,Women's Fashion,Panties,Sport,women trousers,Women,athleticshort,Fashion,Cotton",pink,50.0,Livraison standard,3.0,43,50,0.0,CN,Masa co.ltd.,4072.0,3.90029469548134,82,4072
438,7.0,6,100.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Summer,strapless,Floral print,Tops & T-Shirts,sundress,ladies dress,Beach,Dress,Blouses & Shirts,boho,Women,Print,beach dress,transparentdres,Black Top,Sexy Dress,Floral,women dress,Ladies,Women's Fashion,Women Clothing",tan,50.0,Livraison standard,2.0,140,50,0.0,AT,tutishop,0.0,5.0,0,0
439,11.0,10,5000.0,0,4.05,654.0,340.0,129.0,106.0,35.0,44.0,"Summer,Funny T Shirt,Cotton T Shirt,summer t-shirts,short sleeves,Women's Fashion,Plus Size,women t shirt,Casual T-Shirt,slim,Casual,Cotton,Funny,#fashion #tshirt,onecktshirt,Tops,Slim Fit,T Shirts,print t-shirt,Print,Women,Fashion",black,14.0,Livraison standard,3.0,54,50,0.0,CN,qinjingjing2018,8117.0,4.0649254650733,86,8117
440,11.0,152,1000.0,0,3.91,808.0,381.0,180.0,110.0,68.0,69.0,"Summer,Shorts,Waist,Women jeans,Denim,Slim Fit,summer shorts,jean shorts,women shorts,Fashion,Denim Shorts,high waisted shorts,sexy,Jeans,Women's Fashion,Casual,high waist",blue,50.0,Livraison standard,2.0,43,50,0.0,CN,Gossip Girl 1,87178.0,3.9083599073160697,83,87178
441,8.0,7,5000.0,1,3.8,757.0,360.0,132.0,116.0,55.0,94.0,"Leggings,Shorts,Yoga,Elastic,pants,ridingpant,Fitness,sport legging,Women's Fashion,Sport,slim,Women",grey,50.0,Livraison standard,3.0,44,50,0.0,CN,New Lucky,246312.0,4.20372535645848,89,246312
442,1.65,2,1000.0,1,3.67,191.0,89.0,26.0,31.0,14.0,31.0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,1.0,Livraison standard,1.0,38,50,0.0,CN,zuilangmanDS,5654.0,3.9587902370003505,84,5654
443,8.0,22,10000.0,0,3.7,904.0,395.0,177.0,135.0,64.0,133.0,"Leggings,Shorts,loosecasualsweatpant,Sports & Outdoors,pants,casualshort,Fitness,high waisted,yogashort,Women's Fashion,bodybuildingshort,quickdryingshort,Yoga,skort,Sport,Fashion,Women",black,50.0,Livraison standard,3.0,43,50,1.0,CN,wuxinqiudress21076,6651.0,4.08479927830402,87,6651
444,12.0,11,1000.0,1,3.76,899.0,390.0,198.0,130.0,65.0,116.0,"Summer,Plus size top,Dress,womens top,casual dresses,Women's Fashion,Plus Size,printed,sleeveless,Casual,Women Fashion,Women,vesttop,Floral print,Necks,Round neck,boho,Fashion,dailyclothe,neck dress,women summer dress",white,20.0,Livraison standard,3.0,43,50,0.0,CN,feelyourrelax,1990.0,4.04673366834171,86,1990
445,9.0,8,10000.0,1,3.84,1982.0,938.0,384.0,292.0,136.0,232.0,"Summer,Fashion,Polo Shirts,camouflageprint,Fitness,Shirt,Tops,topsamptshirt,short sleeves,camouflage,Round neck,Necks,Men's Fashion,Shorts,t,Sleeve,Print,Cotton,Casual,T Shirts,summerampspring",white,50.0,Livraison standard,3.0,30,50,0.0,CN,keepahorse,66644.0,4.13758177780445,88,66644
446,8.0,7,20000.0,0,3.33,3216.0,1138.0,523.0,521.0,324.0,710.0,"Mini,slim dress,Plus Size,Summer,Spaghetti,Dress,summer dress,slim,Mini dress,Women's Fashion,package hip dress,Sleeveless dress,sexy,Summer Fashion,women dress,Women,Fashion,Casual,sleeveless,casual dress",black,50.0,Livraison standard,2.0,43,50,0.0,CN,young's boutique,54504.0,3.8016842800528403,0,54504
447,5.0,51,10.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Summer,Shorts,Shirt,Sleeve,sportsset,short sleeves,Two piece set,lipprint,Ladies,women shorts,Fashion,lip,women t shirt,Round neck,Casual,Print,tracksuitsforwomen,runningset,Necks",black,1.0,Livraison standard,1.0,36,50,0.0,CN,hxt520,295.0,3.98983050847458,86,295
448,11.0,50,100.0,1,3.0,9.0,2.0,1.0,3.0,1.0,2.0,"Summer,flamingo,Floral print,Mini,Shorts,Vintage,Dress,Loose,Mini dress,Print,Women's Fashion,Fashion,Sleeveless dress,Floral,sleeveless,Casual,Women",black,50.0,Livraison standard,3.0,36,50,0.0,CN,zhihuigshop,17.0,2.94117647058824,56,17
449,11.0,10,1000.0,0,4.29,410.0,247.0,89.0,40.0,15.0,19.0,"blouse,Fashion,Shirt,Bikini,long dress,beach coverup,bathing suit cover ups,summer dress,Cover,Swimwear,coverupsbikini,swim suit cover up,beach dress,Beach,Casual T-Shirt,Dress,women dress,Swimsuit,Women's Fashion,Cover Ups,Swimming",blue,50.0,Livraison standard,2.0,21,50,0.0,CN,DEMANGO FASHION SPORTS,1733.0,3.8424697057126402,80,1733
450,9.0,8,5000.0,0,3.75,429.0,185.0,83.0,81.0,30.0,50.0,"blouse,Summer,Plus Size,Shirt,Halter,Tops,Women's Fashion,Casual,T Shirts,Fashion,sleeveless,solid color,sexy,Sequin,Women Fashion,Women",red,50.0,Livraison standard,3.0,41,50,0.0,CN,jmm926,1029.0,3.82118561710398,79,1029
451,7.0,13,10000.0,0,3.12,567.0,170.0,89.0,91.0,72.0,145.0,"blouse,Summer,Plus Size,Tops & Blouses,Shirt,Women Vest,Tank,Tops,tank top,Women's Fashion,Fashion,strappy,V-neck,sleeveless,women top,Casual,Women",armygreen,50.0,Standard Shipping,2.0,42,50,1.0,CN,shishishi,5934.0,3.8495112908661904,0,5934
452,6.0,6,100.0,0,3.93,41.0,20.0,7.0,9.0,1.0,4.0,"beachcardigan,Lace,cardigan,summer dress,Cover,beach wear,Sunscreen,Bikini,boho,beach dress,Fashion,Women,Bikini Cover-Up,Women's Fashion,Cover Ups,kimono",black,50.0,Livraison standard,2.0,38,50,0.0,CN,Mermaid 's Kiss,151249.0,4.04915734980066,0,151249
453,7.0,14,100.0,0,4.24,50.0,29.0,12.0,4.0,2.0,3.0,"blouse,Summer,Plus Size,Tops & Blouses,Sexy Top,Tank,Tops,Cross,tank top,Women's Fashion,Fashion,strappy,solid color,sleeveless,women top,tops for women,Women",red,50.0,Livraison standard,2.0,43,50,1.0,CN,libo peng,1160.0,4.143965517241379,88,1160
454,1.65,2,1000.0,1,3.67,191.0,89.0,26.0,31.0,14.0,31.0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,1.0,Livraison standard,1.0,38,50,1.0,CN,zuilangmanDS,5654.0,3.9587902370003505,84,5654
455,11.0,106,20000.0,1,3.92,10150.0,4974.0,2091.0,1409.0,655.0,1021.0,"Summer,Floral print,long dress,Beach,Dress,boho,Print,beach dress,off shoulder,splits,sexy,Floral,maxi dress,Ladies,Women's Fashion,Women",white,12.0,Livraison standard,3.0,45,50,1.0,CN,hechuang1001,25093.0,4.06866456780776,86,25093
456,11.0,85,1000.0,1,4.08,454.0,231.0,118.0,49.0,21.0,35.0,"summertrouser,summerwear,casualjumpsuit,trousers,pants,jumpsuitsampromper,Body Suit,Casual,Fashion,Summer,Ladies,women Jumpsuit,Rompers,jumpsuit",green,50.0,Livraison standard,3.0,40,50,1.0,CN,heilnielmiw,895.0,4.3340782122905,93,895
457,7.0,6,1000.0,0,4.12,442.0,220.0,111.0,72.0,23.0,16.0,"Summer,Vest,Fashion,Fitness,Tops,cheststrapvest,charmingdres,womenfashionclothing,Charming,Fashion Accessories,fitness top,sexy,Women's Fashion,Dress,Women",black,50.0,Livraison standard,2.0,47,50,1.0,CN,taotaobeibei,1369.0,4.06135865595325,88,1369
458,8.0,72,1000.0,0,4.01,153.0,85.0,22.0,24.0,7.0,15.0,"Summer,summer bikini,Triangles,bikini set,leopard print,bathing suit cover ups,Spaghetti Strap,Leopard,fashion bikini,Women's Fashion,Fashion,high waist bikini,Summer Fashion,Spaghetti,two piece bathing suit,high waist,Tops,Waist,Swimwear,Swimsuit,beach swimwear,Bikini,Suits,Print,Women,Swimming",white & black,50.0,Livraison standard,2.0,41,50,0.0,CN,May One,4136.0,3.91247582205029,82,4136
459,15.0,13,5000.0,0,3.95,1632.0,836.0,306.0,221.0,103.0,166.0,"Blues,Summer,casualshort,Shorts,Waist,laceshort,Lace,Denim,summer shorts,Pocket,women fashion shorts,Women's Fashion,Fashion,sexy lace,Denim Shorts,sexy,Jeans,midshort,Casual,looseshort,Women",blue,34.0,Livraison standard,4.0,41,50,0.0,CN,kljolk,32323.0,4.04049747857563,86,32323
460,9.0,46,100.0,0,4.86,7.0,6.0,1.0,0.0,0.0,0.0,"underarm,Summer,sweatguardpad,perspirationpad,disposable,dressshield,sweatpad,armpitsweatpad,underarmshield,armpitguard",,30.0,Livraison standard,3.0,74,30,0.0,CN,zhaoyunyun,2228.0,4.22800718132855,0,2228
461,7.0,6,10000.0,0,4.41,3078.0,2050.0,550.0,276.0,87.0,115.0,"Summer,Vest,Fashion,Cotton T Shirt,V-neck,summer t-shirts,sleeveless tops,casual shirt,Ladies,T Shirts,Plus Size,tank top,blouse,sexy,Casual,Ladies Fashion,Deep V-Neck,Cotton,Tank,Shirt,Tops,Women's Fashion,Women,backless,plussizeshirt,sleeveless,womens tank tops,button,vneckshirt",rosered,2.0,Livraison standard,2.0,17,50,0.0,CN,High Flagship Store,11264.0,4.10138494318182,88,11264
462,11.0,10,100.0,1,3.08,39.0,11.0,8.0,3.0,7.0,10.0,"Summer,Plus Size,partydressesforwomen,Lace,robefemme,Dress,Lace Dress,casualdressesforwomen,Women's Fashion,white dress,sexydressesforwoman,beach dress,Fashion,backless,plus size dress,summerdressesforwomen,sundressesforwomen,Robes,Beach,white,Necks",pink,3.0,Livraison standard,2.0,47,50,0.0,CN,lqyaim,103.0,3.68932038834951,79,103
463,6.0,10,1000.0,0,3.0,87.0,22.0,10.0,23.0,10.0,22.0,"Summer,short sleeve dress,neck dress,Necks,Sleeve,Beach,Dress,Loose,short sleeves,V-neck,Shorts,beach dress,Plus Size,Midi Dress,summer dress,Print,Pullovers,Women's Fashion,Casual,Women",yellow,3.0,Livraison standard,2.0,20,50,0.0,CN,songliling,232.0,3.67672413793103,77,232
464,8.0,10,100.0,0,4.07,58.0,27.0,18.0,7.0,2.0,4.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,3.0,Livraison standard,2.0,23,50,1.0,CN,liliangyu151800,123.0,4.04065040650407,86,123
465,2.0,2,100.0,1,2.92,12.0,2.0,2.0,4.0,1.0,3.0,"summerwear,Summer,elastic waist,drawstringshort,Casual pants,Panties,Womens shorts,Shorts,largecottonandlinenwomenstrouser,Women's Fashion,Plus Size,Lace Up,midriff,Elastic,slimpant,Women,croppedtrouser,Lace",lightblue,1.0,Livraison standard,1.0,25,50,1.0,CN,linpingstore,366.0,3.97540983606557,84,366
466,8.0,13,100.0,0,4.04,57.0,29.0,16.0,2.0,5.0,5.0,"Women Vest,Vest,Fashion,Summer,fashion vest,slim,tank top,Women's Fashion,Plus Size,sleeveless tops,Yoga,bcklessvest,fitnessvest,Women Fashion,Women,Tank,Tops,printedvest,Casual,casualvest,sleeveless,summervest,Fitness,printed",grey,50.0,Livraison standard,2.0,51,50,0.0,CN,huaxianglarou,4516.0,4.23184233835252,90,4516
467,22.0,159,1000.0,0,4.04,235.0,127.0,49.0,26.0,7.0,26.0,"shorttshirt,Fashion,Shirt,Angel,Summer,Tops,summer t-shirts,fearofgod,Hip Hop,T Shirts,Shorts,Oversize,kanyewest,sanskrit,streetwear,Women Fashion",black,50.0,Livraison standard,5.0,80,50,0.0,CN,liuxiaojun,541.0,4.0979667282809595,0,541
468,11.0,10,1000.0,0,3.89,140.0,66.0,35.0,15.0,5.0,19.0,"Mini,School,summer skirt,collegegirlskirt,A-line,Summer,Pleated,Waist,Lines,schoolgirl,tennisskirt,Women Skirts,Women's Fashion,Shorts,fluffy,mini skirt,schoolskirt,Pleated Skirt,Women,short skirt,high waist",white,50.0,Livraison standard,3.0,42,50,0.0,CN,Girls' showtime,124563.0,4.1935887863972505,89,124563
469,6.0,6,1000.0,1,3.73,142.0,56.0,32.0,30.0,8.0,16.0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",yellow,50.0,Livraison standard,2.0,50,50,0.0,CN,LALALA FASH,3053.0,3.85849983622666,81,3053
470,6.0,38,5000.0,0,4.22,958.0,571.0,171.0,116.0,53.0,47.0,"Summer,Shorts,Tank,Necks,Sleeve,short sleeves,Elegant,Women's Fashion,Fashion,sexy,shouldertop,Casual,Red,Women",black,50.0,Livraison standard,2.0,40,50,1.0,CN,Simple_style,213709.0,4.29389964858757,91,213709
471,9.0,50,100.0,1,3.84,37.0,16.0,10.0,3.0,5.0,3.0,"Summer,Leggings,Shorts,Yoga,skinny pants,Waist,Short pants,Running,yoga leggings,Women's Fashion,Plus Size,Women,Soft and comfortable,Fashion,high waist",grey,50.0,Livraison standard,3.0,42,50,0.0,CN,Raverks,3237.0,3.9484090206981803,83,3237
472,12.0,11,20000.0,1,3.64,1711.0,702.0,339.0,272.0,144.0,254.0,"Summer,trousers,high waist,pants,Loose,Women's Fashion,Fashion,black,Women,Casual,Women Fashion,Waist",black,29.0,Livraison standard,3.0,36,50,0.0,CN,Pentiumhorse,55499.0,4.13888538532226,89,55499
473,6.0,6,20000.0,1,3.71,2706.0,1095.0,597.0,464.0,222.0,328.0,"Waist,Floral print,short dress,long dress,Dress,slim,Floral,Elegant,Women's Fashion,boho dress,party,vestido,Print,women dress,Beach,sleeveless,Women",black,49.0,Livraison standard,2.0,38,50,1.0,CN,MlhaxzylgFashionStore,6714.0,4.07327971403038,87,6714
474,9.0,33,5000.0,0,3.81,719.0,356.0,111.0,103.0,59.0,90.0,"Women Vest,Vest,basictop,bra top,Necks,vesttank,Tops,strap,padded,Women's Fashion,sexy,Tank,Bras",black,50.0,Livraison standard,3.0,45,50,0.0,CN,Sammy ,139788.0,4.16650928548946,89,139788
475,18.0,47,100.0,0,4.62,34.0,27.0,4.0,1.0,1.0,1.0,"trainingquickdryshort,Shorts,gymshortssportpant,pants,Fitness,Men's Fashion,mensummerrunningshort,Sport,Running,Summer,Men,fitnessshort,2in1sportsjogging",black,5.0,Livraison standard,5.0,82,50,0.0,CN,Liuxixi,1465.0,4.22662116040956,90,1465
476,11.0,108,5000.0,0,2.95,299.0,72.0,47.0,59.0,36.0,85.0,"Summer,Shorts,pants,Loose,Overalls,Fashion,black,sleeveless,Casual,jumpsuit",orange,50.0,Livraison standard,3.0,52,50,0.0,CN,Xiaojun579,2608.0,3.87308282208589,81,2608
477,13.0,13,1000.0,0,3.7,332.0,149.0,56.0,57.0,20.0,50.0,"Summer,Women Rompers,Fashion,Sunflowers,women Jumpsuit,fashion dress,Dress,sunflowerprint,strap,Women's Fashion,Flowers,women dress,Print,fashion girl,Skirts,rompersforwomen,Women",black,10.0,Livraison standard,3.0,52,50,1.0,US,william pollard,4048.0,4.0644762845849804,86,4048
478,11.0,38,20000.0,1,3.66,8971.0,3598.0,1821.0,1607.0,808.0,1137.0,"Summer,Shorts,Necks,Sleeve,long dress,Dress,Loose,dresswithpocket,short sleeves,soildcolor,Pocket,Dresses,Women's Fashion,splits,Women,Ladies,baggydre,fulllengthdre,Casual,Cotton",black,50.0,Livraison standard,2.0,42,50,0.0,CN,beauty_baby_baby,73701.0,4.1051274745254505,88,73701
479,11.0,10,1000.0,0,4.09,100.0,59.0,16.0,10.0,5.0,10.0,"Summer,Vest,Plus size top,Cotton T Shirt,summer t-shirts,tank top,Ladies,Sleeveless Shirt,Fashion,casual shirt,sleeveless,blouse,Tank,Casual,Cotton,Deep V-Neck,Plus Size,Tops & Blouses,Shirt,Tops,Women's Fashion,Women,women shirt,V-neck,backless,womens tank tops,Ladies Fashion,button,sleeveless tops",purple,4.0,Livraison standard,2.0,20,50,0.0,CN,new top,6300.0,4.07809523809524,88,6300
480,11.0,10,100.0,0,4.14,51.0,29.0,9.0,8.0,1.0,4.0,"Summer,Fashion,Lace,Princess,Dress,princessprom,punk,Women's Fashion,basicdressboho,punkdre,Prom,lacesummer,Casual,vestido,hippie,Mori Girl,donnahoney,Clothing,Lolita,Women",white,50.0,Livraison standard,2.0,43,50,0.0,CN,Chinese style_GQ,16994.0,4.2636812992821005,90,16994
481,9.0,34,50.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deep V-Neck,Summer,Vest,Slim Fit,crop top,Necks,Pure Color,slim,Women's Fashion,sexy,sleeveless,women top,simfit,Tops,Women",white,6.0,Livraison standard,3.0,41,50,0.0,CN,Adrea boutique,14676.0,4.07420278004906,86,14676
482,6.0,7,50.0,0,2.67,3.0,1.0,0.0,0.0,1.0,1.0,"Cotton,Women Vest,Vest,Women's Casual Tops,loose top,Tops & Tees,printed shirts,Tops,Sleeveless Shirt,Women's Fashion,Summer,sleeveless tops,sleeveless,Tank,womens tank tops,summer tops,printed",pink,46.0,Livraison standard,2.0,8,50,0.0,CN,tiefanye,1374.0,4.0589519650655,86,1374
483,2.83,3,20000.0,1,3.62,1742.0,732.0,322.0,264.0,147.0,277.0,"Summer,printeddres,halter dress,Halter,Dress,V-neck,beach dress,Party Dress,printed,sleeveless,Floral,maxi dress,Spaghetti,Casual,Clothes,Deep V-Neck,Beach,Plus Size,summer dress,Women's Fashion,Sleeveless dress,Ladies,party,Fashion,loose dress",grey,5.0,Livraison standard,1.0,20,50,0.0,SG,Recherche.sg,3791.0,3.91875494592456,84,3791
484,7.0,159,5000.0,0,3.39,1632.0,584.0,289.0,276.0,149.0,334.0,"Summer,trousers,Tank,Casual pants,pants,Spring,Overalls,widelegpant,Casual,Women's Fashion,Fashion,bibpant,Wool,women Jumpsuit,jumpsuitsampromper,springandsummer,jumpsuit",armygreen,50.0,Livraison standard,2.0,41,50,0.0,CN,pumpkincarriages,8547.0,4.0817830817830805,86,8547
485,15.0,28,100.0,1,3.23,69.0,25.0,9.0,8.0,11.0,16.0,"sexypleated,sweetheart,Shorts,short dress,Summer,plus size dress,Dress,summer dress,Floral dress,Women's Fashion,Sheath Dress,women's dress,sexydressforwomen,Floral,sexy,Women,Spaghetti,spaghettistrapdres",blue,50.0,Livraison standard,4.0,51,50,0.0,CN,qysm6688,897.0,3.8506131549609797,0,897
486,14.0,68,5000.0,1,3.44,734.0,248.0,153.0,135.0,67.0,131.0,"Summer,Plus Size,party,Necks,long dress,plus size dress,Dress,summer dress,Women,Dresses,Women's Fashion,Party Dress,spaghettistrapdres,asymmetricdres,Sexy Dress,women dress,Holiday,Spaghetti,Casual,casual dress",white,50.0,Livraison standard,3.0,40,50,0.0,CN,summernights,13075.0,4.22646271510516,90,13075
487,12.0,14,10.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"Summer,Plus Size,Casual pants,pants,Men,Short pants,caterpillar,Cats,Men's Fashion,Shorts,Sport,Cotton",black,50.0,Livraison standard,3.0,22,50,0.0,CN,fengguijieshop,52.0,3.88461538461538,87,52
488,5.81,30,100.0,0,2.61,18.0,3.0,2.0,5.0,1.0,7.0,"Summer,Shorts,Slim Fit,slim,twopiecesoutfit,V-neck,Women's Fashion,Fashion,tank top,Women,sexy,Sport,Casual,Women Fashion,Cotton",green,3.0,Livraison standard,2.0,41,50,0.0,CN,Denas Fashion,26473.0,3.8947606995807003,82,26473
489,16.0,22,100.0,1,3.15,72.0,20.0,17.0,9.0,6.0,20.0,"Summer,Shorts,Sleeve,short sleeved tshirt,Men,Fashion Suits,Men's Fashion,short sleeves,T Shirts,Fashion,casual wear,Short Sleeved,Sport,Casual,summermensclothing",grey,39.0,Livraison standard,4.0,34,50,0.0,CN,huangdewen,79.0,3.4177215189873396,73,79
490,7.0,6,100.0,0,3.8,61.0,28.0,11.0,12.0,2.0,8.0,"Summer,Plus Size,Love,Graphic T-Shirt,Funny,summer t-shirts,short sleeves,T Shirts,Funny T Shirt,Women's Fashion,Fashion,Women",black,50.0,Livraison standard,2.0,45,50,0.0,CN,enjoy the sunshine,139607.0,4.21638599783678,0,139607
491,8.0,42,1000.0,0,3.95,449.0,230.0,87.0,60.0,25.0,47.0,"Summer,Fashion,Tube top,summer shirt,Tops,cool shirts,tank top,slim shirts,Sleeveless Shirt,teesamptshirt,solid color,Off shoulder shirt,tops for women",Black,50.0,Livraison standard,2.0,40,50,0.0,CN,Unnistore,47981.0,4.025364206665141,85,47981
492,12.0,13,10000.0,0,3.56,893.0,364.0,140.0,157.0,92.0,140.0,"Mini,beachlacesleevelessdres,cocktailskaterminidres,Lace,Cocktail,Summer,Dress,eveningcocktailskaterminidres,Mini dress,Women's Fashion,sleeveless,sexy,partyeveningcocktailskaterminidres,Women,womengirlsummersexyprintedflowerdres,mini dress sexy club wear,party,Beach",white,50.0,ការដឹកជញ្ជូនតាមស្តង់ដារ,3.0,42,50,0.0,CN,Fashion Show Style,117487.0,4.08773736668738,0,117487
